customerID,gender,SeniorCitizen,Partner,Dependents,Day,year,month,dob,age,,,
5884-FBCTL,Female,,Yes,Yes,23,2000,9,2000-09-23,24,,,
7130-CTCUS,Male,,Yes,No,5,2004,9,2004-09-05,21,,,
6242-FEGFD,Male,,Yes,No,6,1989,9,1989-09-06,36,,,
7625-XCQRH,Female,,No,No,29,2012,1,2012-01-29,13,,,
6194-HBGQN,Male,,No,No,4,1989,2,1989-02-04,36,,,
7634-WSWDB,Female,,No,Yes,13,1991,8,1991-08-13,34,,,
6986-IXNDM,Male,,No,No,16,1982,8,1982-08-16,43,,,
1731-TVIUK,Female,,No,No,2,2007,11,2007-11-02,17,,,
2987-BJXIK,Female,,No,No,13,2006,3,2006-03-13,19,,,
9769-TSBZE,Female,,No,Yes,24,1999,8,1999-08-24,26,,,
0406-BPDVR,Female,,Yes,No,14,1984,8,1984-08-14,41,,,
0618-XWMSS,Male,,No,Yes,13,2011,4,2011-04-13,14,,,
1395-WSWXR,Male,,No,No,22,1982,6,1982-06-22,43,,,
6023-GSSXW,Female,,Yes,No,9,1994,7,1994-07-09,31,,,
6752-APNJL,Male,,Yes,Yes,7,2008,5,2008-05-07,17,,,
5276-KQWHG,Female,,No,No,19,1986,6,1986-06-19,39,,,
0420-HLGXF,Female,,No,No,3,1981,4,1981-04-03,44,,,
7446-KQISO,Male,,Yes,Yes,24,1992,5,1992-05-24,33,,,
9823-EALYC,Male,,Yes,Yes,13,2003,4,2003-04-13,22,,,
0582-AVCLN,Female,,No,No,20,2000,5,2000-05-20,25,,,
5803-NQJZO,Male,,Yes,No,5,1992,12,1992-12-05,32,,,
2565-JSLRY,Male,,No,No,3,1988,5,1988-05-03,37,,,
2607-DHDAK,Male,,Yes,Yes,15,1985,8,1985-08-15,40,,,
1073-XXCZD,Male,,Yes,No,17,1981,1,1981-01-17,44,,,
0743-HRVFF,Female,,Yes,Yes,21,2012,3,2012-03-21,13,,,
4006-HKYHO,Male,,No,No,3,2010,8,2010-08-03,15,,,
3727-JEZTU,Female,,No,No,28,1986,4,1986-04-28,39,,,
8143-ETQTI,Female,,Yes,Yes,3,1992,11,1992-11-03,32,,,
6689-KXGBO,Female,,No,No,2,2012,12,2012-12-02,12,,,
9667-TKTVZ,Female,,No,No,23,2009,2,2009-02-23,16,,,
3657-COGMW,Female,,No,No,9,2000,6,2000-06-09,25,,,
8570-KLJYJ,Female,,No,No,20,1991,3,1991-03-20,34,,,
7754-IXRMC,Female,,No,No,4,1987,7,1987-07-04,38,,,
9473-CBZOP,Female,,No,No,17,1991,4,1991-04-17,34,,,
2969-WGHQO,Female,,Yes,Yes,7,2006,7,2006-07-07,19,,,
6615-NGGZJ,Male,,No,No,16,1991,10,1991-10-16,33,,,
4334-HOWRP,Male,,Yes,No,8,1986,9,1986-09-08,39,,,
4255-DDUOU,Female,,Yes,Yes,7,1988,6,1988-06-07,37,,,
5863-OOKCL,Female,,No,No,29,2009,6,2009-06-29,16,,,
1686-STUHN,Male,,No,No,19,1986,4,1986-04-19,39,,,
1329-VHWNP,Female,,No,No,20,1993,11,1993-11-20,31,,,
2984-MIIZL,Male,,No,No,30,2000,5,2000-05-30,25,,,
0266-GMEAO,Male,,Yes,Yes,2,1994,11,1994-11-02,30,,,
5590-YRFJT,Female,,Yes,No,11,2005,2,2005-02-11,20,,,
5574-NXZIU,Male,,No,No,7,2001,9,2001-09-07,24,,,
0019-GFNTW,Female,,No,No,29,2004,12,2004-12-29,20,,,
4256-ZWTZI,Female,,No,Yes,2,1987,4,1987-04-02,38,,,
8309-PPCED,Female,,Yes,No,24,1995,8,1995-08-24,30,,,
4098-NAUKP,Male,,Yes,Yes,3,1984,5,1984-05-03,41,,,
5196-WPYOW,Male,,Yes,Yes,12,1997,4,1997-04-12,28,,,
4608-LCIMN,Male,,Yes,Yes,3,1990,12,1990-12-03,34,,,
1485-YDHMM,Male,,Yes,Yes,25,1986,2,1986-02-25,39,,,
4054-CUMIA,Female,,Yes,Yes,30,2002,3,2002-03-30,23,,,
0603-TPMIB,Female,,Yes,Yes,22,2009,9,2009-09-22,15,,,
2525-GVKQU,Female,,No,No,16,1983,10,1983-10-16,41,,,
8161-QYMTT,Male,,No,No,18,1984,7,1984-07-18,41,,,
9581-GVBXT,Male,,Yes,Yes,10,1996,6,1996-06-10,29,,,
5862-BRIXZ,Male,,No,No,18,2007,12,2007-12-18,17,,,
5404-GGUKR,Male,,No,No,11,2000,4,2000-04-11,25,,,
3308-JSGML,Male,,Yes,No,6,1992,4,1992-04-06,33,,,
2126-GSEGL,Female,,Yes,No,12,1997,3,1997-03-12,28,,,
3677-TNKIO,Female,,No,No,20,1984,7,1984-07-20,41,,,
0440-QEXBZ,Female,,No,No,8,2011,2,2011-02-08,14,,,
2434-EEVDB,Female,,Yes,No,6,1984,8,1984-08-06,41,,,
6762-QVYJO,Female,,Yes,Yes,19,1981,8,1981-08-19,44,,,
6199-IWKGC,Female,,Yes,No,9,1988,11,1988-11-09,36,,,
2675-DHUTR,Male,,Yes,No,9,2001,9,2001-09-09,24,,,
8152-VETUR,Female,,Yes,No,10,2010,4,2010-04-10,15,,,
9667-EQRXU,Female,,No,No,10,1985,4,1985-04-10,40,,,
7446-YPODE,Male,,No,No,9,1988,9,1988-09-09,37,,,
9522-BNTHX,Female,,No,No,9,1987,3,1987-03-09,38,,,
4676-WLUHT,Male,,No,No,19,1997,2,1997-02-19,28,,,
3329-WDIOK,Female,,No,No,4,1985,7,1985-07-04,40,,,
7980-MHFLQ,Female,,Yes,Yes,2,1999,8,1999-08-02,26,,,
2873-ZLIWT,Female,,Yes,Yes,28,1987,11,1987-11-28,37,,,
3415-TAILE,Female,,Yes,Yes,29,1995,5,1995-05-29,30,,,
0757-WCUUZ,Male,,Yes,Yes,13,2006,11,2006-11-13,18,,,
1629-DQQVB,Female,,No,No,23,2000,2,2000-02-23,25,,,
1915-IOFGU,Female,,No,No,25,2012,12,2012-12-25,12,,,
3045-XETSH,Female,,No,No,2,1994,9,1994-09-02,31,,,
0374-AACSZ,Female,,No,No,24,1986,10,1986-10-24,38,,,
7239-HZZCX,Male,,No,No,29,1991,7,1991-07-29,34,,,
4872-VXRIL,Male,,No,No,11,2007,12,2007-12-11,17,,,
9140-CZQZZ,Female,,Yes,No,3,2007,9,2007-09-03,18,,,
3423-HHXAO,Female,,Yes,Yes,22,2001,12,2001-12-22,23,,,
9938-TKDGL,Male,,Yes,Yes,13,1982,4,1982-04-13,43,,,
0531-ZZJWQ,Male,,Yes,No,9,1982,1,1982-01-09,43,,,
6537-QLGEX,Female,,No,No,30,1980,9,1980-09-30,44,,,
2688-BHGOG,Male,,No,No,28,2006,3,2006-03-28,19,,,
7683-CBDKJ,Male,,Yes,Yes,27,1981,5,1981-05-27,44,,,
0946-CLJTI,Male,,Yes,No,30,2002,4,2002-04-30,23,,,
3160-TYXLT,Male,,No,No,13,1992,6,1992-06-13,33,,,
1325-USMEC,Male,,Yes,No,14,2005,8,2005-08-14,20,,,
0916-QOFDP,Female,,Yes,Yes,17,2000,12,2000-12-17,24,,,
0628-CNQRM,Male,,Yes,Yes,19,1984,3,1984-03-19,41,,,
5606-AMZBO,Female,,Yes,No,23,2012,2,2012-02-23,13,,,
6199-IPCAO,Female,,Yes,Yes,3,2001,8,2001-08-03,24,,,
7665-TOALD,Female,,No,No,1,1991,4,1991-04-01,34,,,
0112-QWPNC,Male,,Yes,No,3,1982,6,1982-06-03,43,,,
0324-BRPCJ,Female,,Yes,No,20,2010,6,2010-06-20,15,,,
2777-PHDEI,Female,,No,No,4,1989,7,1989-07-04,36,,,
5640-CAXOA,Female,,No,No,24,1980,1,1980-01-24,45,,,
2235-EZAIK,Female,,Yes,No,9,2003,1,2003-01-09,22,,,
3847-BAERP,Female,,No,No,17,1998,2,1998-02-17,27,,,
1196-AMORA,Male,,No,No,15,2009,9,2009-09-15,16,,,
4282-YMKNA,Female,,No,No,14,1997,4,1997-04-14,28,,,
1453-RZFON,Female,,No,Yes,25,1989,12,1989-12-25,35,,,
8263-OKETD,Female,,No,No,14,2011,9,2011-09-14,14,,,
0670-KDOMA,Female,,No,No,23,2012,10,2012-10-23,12,,,
2476-YGEFM,Female,,No,No,9,2012,2,2012-02-09,13,,,
8687-BAFGU,Male,,No,No,6,1984,9,1984-09-06,41,,,
0641-EVBOJ,Male,,No,No,20,2001,9,2001-09-20,23,,,
0829-XXPLX,Female,,No,No,21,1992,12,1992-12-21,32,,,
9974-JFBHQ,Male,,No,Yes,25,1992,3,1992-03-25,33,,,
5356-RHIPP,Male,,No,No,12,1995,10,1995-10-12,29,,,
6624-JDRDS,Female,,No,No,23,2008,11,2008-11-23,16,,,
0608-JDVEC,Male,,Yes,No,30,1981,4,1981-04-30,44,,,
9780-FKVVF,Male,,No,No,11,2004,5,2004-05-11,21,,,
1919-RTPQD,Male,,Yes,Yes,25,2001,11,2001-11-25,23,,,
5214-NLTIT,Male,,Yes,Yes,4,1985,12,1985-12-04,39,,,
3345-PBBFH,Male,,Yes,No,19,2010,3,2010-03-19,15,,,
5055-BRMNE,Female,,Yes,Yes,16,2001,5,2001-05-16,24,,,
9189-JWSHV,Female,,Yes,No,9,1993,8,1993-08-09,32,,,
2190-PHBHR,Female,,Yes,No,14,2005,9,2005-09-14,20,,,
2650-GYRYL,Male,,Yes,Yes,14,1992,3,1992-03-14,33,,,
0746-JTRFU,Male,,No,No,1,2002,7,2002-07-01,23,,,
5208-FVQKB,Male,,Yes,No,14,1996,12,1996-12-14,28,,,
7184-LRUUR,Female,,No,No,15,1995,10,1995-10-15,29,,,
6627-CFOSN,Female,,No,No,2,1998,10,1998-10-02,26,,,
3982-JGSFD,Male,,No,No,7,1991,4,1991-04-07,34,,,
1574-DYCWE,Female,,Yes,Yes,27,1983,8,1983-08-27,42,,,
7247-XOZPB,Male,,Yes,No,18,2003,5,2003-05-18,22,,,
2466-FCCPT,Female,,Yes,Yes,7,1999,5,1999-05-07,26,,,
6211-WWLTF,Male,,Yes,No,18,1995,2,1995-02-18,30,,,
4826-TZEVA,Female,,No,No,10,2000,4,2000-04-10,25,,,
6016-NXBNJ,Male,,No,No,28,2001,11,2001-11-28,23,,,
9138-EFSMO,Male,,Yes,Yes,14,2007,2,2007-02-14,18,,,
0576-WNXXC,Male,,Yes,No,14,1980,7,1980-07-14,45,,,
4632-XJMEX,Male,,No,Yes,18,1992,10,1992-10-18,32,,,
8910-LEDAG,Male,,Yes,No,5,1993,2,1993-02-05,32,,,
3452-GWUIN,Female,,Yes,No,17,1989,10,1989-10-17,35,,,
2716-GFZOR,Male,,Yes,No,1,2008,11,2008-11-01,16,,,
3724-UCSHY,Male,,Yes,Yes,21,1986,9,1986-09-21,38,,,
8626-XHBIE,Male,,No,Yes,10,1987,8,1987-08-10,38,,,
4628-CTTLA,Male,,No,No,25,2011,9,2011-09-25,13,,,
3192-LNKRK,Male,,Yes,Yes,30,1992,12,1992-12-30,32,,,
4439-YRNVD,Female,,No,No,17,1985,1,1985-01-17,40,,,
2876-VBBBL,Female,,No,No,11,1998,7,1998-07-11,27,,,
6834-NXDCA,Female,,No,No,23,1999,5,1999-05-23,26,,,
2208-UGTGR,Male,,No,No,23,1993,7,1993-07-23,32,,,
3005-TYFRD,Female,,Yes,No,20,1994,5,1994-05-20,31,,,
8670-MEFCP,Female,,Yes,Yes,23,1987,11,1987-11-23,37,,,
3079-BCHLN,Male,,Yes,No,19,1985,7,1985-07-19,40,,,
7777-UNYHB,Female,,Yes,Yes,3,2008,7,2008-07-03,17,,,
5597-GLBUC,Female,,No,No,17,1989,1,1989-01-17,36,,,
7278-CKDNC,Male,,No,No,13,2007,11,2007-11-13,17,,,
2748-MYRVK,Female,,No,No,30,2004,3,2004-03-30,21,,,
8450-UYIBU,Female,,No,No,14,2004,8,2004-08-14,21,,,
2969-VAPYH,Female,,No,No,28,1998,2,1998-02-28,27,,,
4822-YCXMX,Male,,No,No,10,2011,4,2011-04-10,14,,,
7181-OQCUT,Male,,No,No,10,1996,4,1996-04-10,29,,,
8474-UMLNT,Female,,No,No,3,2005,4,2005-04-03,20,,,
9821-POOTN,Male,,Yes,No,11,2005,8,2005-08-11,20,,,
3836-FZSDJ,Male,,Yes,No,12,2000,3,2000-03-12,25,,,
9142-XMYJH,Female,,No,No,10,1999,7,1999-07-10,26,,,
6559-ILWKJ,Male,,Yes,No,18,2010,9,2010-09-18,14,,,
0187-QSXOE,Male,,Yes,No,5,2002,2,2002-02-05,23,,,
7733-UDMTP,Female,,No,No,14,2005,12,2005-12-14,19,,,
2649-HWLYB,Male,,Yes,No,27,2009,2,2009-02-27,16,,,
5214-CHIWJ,Male,,No,No,19,1980,3,1980-03-19,45,,,
4229-CZMLL,Male,,No,No,2,2006,7,2006-07-02,19,,,
6904-JLBGY,Female,,No,No,30,1990,6,1990-06-30,35,,,
2465-BLLEU,Male,,No,No,22,2009,6,2009-06-22,16,,,
1685-VAYJF,Male,,No,No,16,1997,9,1997-09-16,28,,,
8874-EJNSR,Male,,Yes,Yes,6,1983,7,1983-07-06,42,,,
6917-YACBP,Female,,No,No,28,1983,8,1983-08-28,42,,,
5049-MUBWG,Male,,No,No,18,2003,5,2003-05-18,22,,,
4223-WOZCM,Male,,No,No,7,2005,3,2005-03-07,20,,,
0769-MURVM,Female,,Yes,Yes,16,2003,8,2003-08-16,22,,,
9253-VIFJQ,Male,,Yes,No,7,2002,6,2002-06-07,23,,,
7030-FZTFM,Male,,Yes,Yes,7,2006,10,2006-10-07,18,,,
9741-YLNTD,Male,,No,No,3,2011,11,2011-11-03,13,,,
5917-RYRMG,Male,,No,No,21,2006,7,2006-07-21,19,,,
5120-ZBLAI,Female,,Yes,No,28,2005,3,2005-03-28,20,,,
1194-BHJYC,Male,,Yes,No,3,1994,5,1994-05-03,31,,,
3663-MITLP,Female,,No,No,28,1996,10,1996-10-28,28,,,
0906-QVPMS,Male,,Yes,No,1,2010,8,2010-08-01,15,,,
9025-ZRPVR,Male,,No,No,22,1989,8,1989-08-22,36,,,
1905-OEILC,Female,,No,No,10,2000,7,2000-07-10,25,,,
7858-GTZSP,Female,,No,No,18,1996,8,1996-08-18,29,,,
3285-UCQVC,Female,,No,No,17,1983,8,1983-08-17,42,,,
6248-BSHKG,Male,,Yes,Yes,9,2008,11,2008-11-09,16,,,
4685-TFLLS,Male,,Yes,Yes,23,2009,1,2009-01-23,16,,,
3470-BTGQO,Male,,No,Yes,6,2011,8,2011-08-06,14,,,
1209-VFFOC,Male,,Yes,Yes,26,2004,12,2004-12-26,20,,,
8224-DWCKX,Male,,No,No,14,1996,2,1996-02-14,29,,,
5482-PLVPE,Female,,No,No,1,1992,9,1992-09-01,33,,,
4553-DVPZG,Female,,Yes,No,24,1996,10,1996-10-24,28,,,
4902-OHLSK,Female,,No,No,29,1990,2,1990-03-01,35,,,
6917-IAYHD,Male,,No,Yes,19,2000,10,2000-10-19,24,,,
0495-ZBNGW,Male,,Yes,No,22,2009,7,2009-07-22,16,,,
8620-RJPZN,Female,,No,No,13,1984,4,1984-04-13,41,,,
7572-KPVKK,Male,,No,Yes,26,2003,4,2003-04-26,22,,,
2642-MAWLJ,Female,,Yes,Yes,19,2007,2,2007-02-19,18,,,
2357-COQEK,Female,,No,No,10,2001,11,2001-11-10,23,,,
7103-ZGVNT,Female,,Yes,Yes,1,1997,2,1997-02-01,28,,,
3737-GCSPV,Female,,Yes,No,22,2011,5,2011-05-22,14,,,
2027-WKXMW,Female,,Yes,No,14,2004,7,2004-07-14,21,,,
7137-NAXML,Male,,No,No,16,1995,4,1995-04-16,30,,,
2428-ZMCTB,Male,,No,No,12,1991,4,1991-04-12,34,,,
2961-VNFKL,Female,,Yes,No,6,1996,10,1996-10-06,28,,,
1768-HNVGJ,Female,,No,No,13,1992,5,1992-05-13,33,,,
6963-KQYQB,Female,,Yes,Yes,9,1989,4,1989-04-09,36,,,
5934-RMPOV,Female,,No,Yes,5,1991,7,1991-07-05,34,,,
1207-BLKSA,Female,,Yes,Yes,28,1989,4,1989-04-28,36,,,
4088-YLDSU,Male,,Yes,No,29,1998,10,1998-10-29,26,,,
8316-BBQAY,Female,,No,No,26,2003,9,2003-09-26,21,,,
1166-PQLGG,Female,,Yes,Yes,1,1989,5,1989-05-01,36,,,
3146-JTQHR,Male,,Yes,No,19,1990,8,1990-08-19,35,,,
4291-YZODP,Female,,No,Yes,14,2002,4,2002-04-14,23,,,
4395-PZMSN,Male,,No,No,8,2009,1,2009-01-08,16,,,
6427-FEFIG,Female,,Yes,Yes,28,2012,1,2012-01-28,13,,,
0017-IUDMW,Female,,Yes,Yes,25,1998,8,1998-08-25,27,,,
8706-HRADD,Male,,No,No,15,1984,3,1984-03-15,41,,,
9955-QOPOY,Male,,Yes,No,30,2011,1,2011-01-30,14,,,
4385-ZKVNW,Male,,Yes,Yes,29,2011,10,2011-10-29,13,,,
5446-DKWYW,Female,,Yes,Yes,23,2000,5,2000-05-23,25,,,
2034-CGRHZ,Male,,No,No,12,2003,1,2003-01-12,22,,,
5797-APWZC,Female,,No,No,4,1988,1,1988-01-04,37,,,
3683-QKIUE,Female,,No,No,8,1998,10,1998-10-08,26,,,
4228-ZGYUW,Male,,No,No,11,1984,9,1984-09-11,41,,,
9031-ZVQPT,Male,,Yes,No,5,1992,9,1992-09-05,33,,,
2990-IAJSV,Male,,No,No,28,1994,9,1994-09-28,30,,,
8107-KNCIM,Male,,Yes,No,9,1985,9,1985-09-09,40,,,
9027-YFHQJ,Male,,No,No,23,1997,7,1997-07-23,28,,,
5176-LDKUH,Female,,No,No,4,1991,11,1991-11-04,33,,,
4644-OBGFZ,Male,,Yes,Yes,3,2006,6,2006-06-03,19,,,
7926-IJOOU,Male,,No,No,12,2001,5,2001-05-12,24,,,
6480-YAGIY,Male,,No,No,28,1994,1,1994-01-28,31,,,
4029-HPFVY,Male,,No,No,1,2007,3,2007-03-01,18,,,
7602-DBTOU,Female,,Yes,No,2,1997,6,1997-06-02,28,,,
5345-BMKWB,Male,,Yes,No,29,2003,5,2003-05-29,22,,,
3519-ZKXGG,Female,,Yes,No,19,2003,6,2003-06-19,22,,,
5457-COLHT,Male,,Yes,Yes,10,2002,11,2002-11-10,22,,,
6416-TVAIH,Male,,Yes,Yes,19,1992,9,1992-09-19,32,,,
5451-YHYPW,Female,,Yes,No,12,1999,10,1999-10-12,25,,,
5108-ADXWO,Male,,No,No,17,1981,2,1981-02-17,44,,,
7998-WNZEM,Male,,No,No,30,1982,5,1982-05-30,43,,,
3066-RRJIO,Female,,No,No,22,1986,9,1986-09-22,38,,,
4664-NJCMS,Female,,Yes,No,12,2009,12,2009-12-12,15,,,
0307-BCOPK,Female,,No,No,16,1982,10,1982-10-16,42,,,
7629-WFGLW,Female,,Yes,No,25,1994,10,1994-10-25,30,,,
2542-HYGIQ,Female,,No,No,21,1984,11,1984-11-21,40,,,
6715-OFDBP,Male,,No,No,26,1980,4,1980-04-26,45,,,
5016-LIPDW,Male,,Yes,Yes,11,2001,5,2001-05-11,24,,,
6481-LXPWL,Male,,Yes,Yes,1,2010,10,2010-10-01,14,,,
1567-DSCIC,Male,,No,No,26,2012,10,2012-10-26,12,,,
2150-UWTFY,Female,,Yes,Yes,10,1985,5,1985-05-10,40,,,
6124-ACRHJ,Female,,No,No,29,1983,5,1983-05-29,42,,,
9362-MWODR,Female,,No,Yes,1,2008,4,2008-04-01,17,,,
9975-GPKZU,Male,,Yes,Yes,30,1990,3,1990-03-30,35,,,
9625-RZFUK,Male,,Yes,Yes,6,2010,3,2010-03-06,15,,,
5153-LXKDT,Male,,Yes,Yes,13,2009,10,2009-10-13,15,,,
5161-UBZXI,Male,,Yes,Yes,19,2008,11,2008-11-19,16,,,
1020-JPQOW,Female,,Yes,No,1,1996,6,1996-06-01,29,,,
7919-ZODZZ,Female,,Yes,Yes,2,1984,3,1984-03-02,41,,,
0565-JUPYD,Male,,No,No,4,1993,2,1993-02-04,32,,,
6867-ACCZI,Female,,Yes,Yes,25,1991,12,1991-12-25,33,,,
5939-XAIXZ,Female,,No,No,3,1988,7,1988-07-03,37,,,
9054-FOWNV,Male,,Yes,Yes,24,2005,3,2005-03-24,20,,,
2683-BPJSO,Male,,Yes,No,2,2012,5,2012-05-02,13,,,
2157-MXBJS,Male,,Yes,No,16,1991,5,1991-05-16,34,,,
8207-VVMYB,Female,,Yes,No,9,1983,10,1983-10-09,41,,,
9732-EQMWY,Female,,Yes,No,3,2010,9,2010-09-03,15,,,
9360-AHGNL,Female,,Yes,No,10,2010,11,2010-11-10,14,,,
1087-UDSIH,Female,,No,No,8,1981,4,1981-04-08,44,,,
5269-NRGDP,Male,,Yes,Yes,7,2012,8,2012-08-07,13,,,
6195-MELTI,Male,,No,No,18,2004,5,2004-05-18,21,,,
5485-WUYWF,Male,,No,No,13,2000,3,2000-03-13,25,,,
2121-JAFOM,Female,,Yes,No,15,2010,7,2010-07-15,15,,,
8818-DOPVL,Female,,No,No,28,2012,4,2012-04-28,13,,,
2632-UCGVD,Male,,Yes,No,17,2008,2,2008-02-17,17,,,
5445-PZWGX,Male,,No,No,19,2007,11,2007-11-19,17,,,
1227-UDMZR,Female,,Yes,No,8,1981,9,1981-09-08,44,,,
5198-HQAEN,Male,,Yes,Yes,26,1998,12,1998-12-26,26,,,
9170-CCKOU,Male,,Yes,No,26,1984,7,1984-07-26,41,,,
2167-FQSTQ,Female,,Yes,No,4,1997,2,1997-02-04,28,,,
2819-GWENI,Female,,Yes,Yes,22,1988,12,1988-12-22,36,,,
1043-YCUTE,Male,,Yes,No,4,1996,9,1996-09-04,29,,,
3814-MLAXC,Female,,No,No,20,1988,6,1988-06-20,37,,,
3572-UUHRS,Male,,No,No,26,2012,4,2012-04-26,13,,,
2692-PFYTJ,Female,,No,No,15,1987,5,1987-05-15,38,,,
1226-UDFZR,Female,,No,No,27,1985,7,1985-07-27,40,,,
5955-EPOAZ,Female,,No,No,27,1984,6,1984-06-27,41,,,
6821-JPCDC,Female,,Yes,No,9,1984,12,1984-12-09,40,,,
8815-LMFLX,Male,,Yes,Yes,17,1995,1,1995-01-17,30,,,
9135-HSWOC,Male,,Yes,Yes,30,2011,11,2011-11-30,13,,,
8582-KRHPJ,Male,,No,No,26,1985,9,1985-09-26,39,,,
5811-IWXYM,Female,,Yes,Yes,24,1980,11,1980-11-24,44,,,
7044-YAACC,Male,,Yes,No,1,2001,12,2001-12-01,23,,,
8189-XRIKE,Female,,No,No,16,2012,5,2012-05-16,13,,,
1506-YJTYT,Male,,Yes,Yes,21,2006,7,2006-07-21,19,,,
4123-DVHPH,Male,,Yes,No,6,1984,1,1984-01-06,41,,,
6425-YQLLO,Female,,Yes,No,5,1988,11,1988-11-05,36,,,
5442-UTCVD,Male,,No,Yes,26,1985,2,1985-02-26,40,,,
2228-BZDEE,Female,,No,No,24,1996,3,1996-03-24,29,,,
7734-DBOAI,Female,,Yes,Yes,21,1989,2,1989-02-21,36,,,
2789-CZANW,Female,,Yes,Yes,9,2009,6,2009-06-09,16,,,
2091-RFFBA,Female,,No,No,21,2001,7,2001-07-21,24,,,
2114-MGINA,Female,,No,No,5,2011,6,2011-06-05,14,,,
7596-LDUXP,Female,,No,No,4,1996,10,1996-10-04,28,,,
3740-RLMVT,Male,,Yes,No,30,1993,2,1993-03-02,32,,,
4489-SNOJF,Female,,Yes,Yes,30,1994,8,1994-08-30,31,,,
2192-OZITF,Female,,No,No,29,2002,8,2002-08-29,23,,,
5651-CPDND,Male,,No,No,11,1997,9,1997-09-11,28,,,
2186-QZEYA,Female,,No,No,22,2002,9,2002-09-22,22,,,
1131-ALZWV,Female,,No,No,20,2002,12,2002-12-20,22,,,
7729-XBTWX,Male,,Yes,Yes,1,2009,9,2009-09-01,16,,,
9134-WYRVP,Male,,No,No,12,1987,10,1987-10-12,37,,,
3284-SVCRO,Female,,Yes,No,7,1988,4,1988-04-07,37,,,
9732-OUYRN,Female,,Yes,No,28,2012,7,2012-07-28,13,,,
0559-CKHUS,Female,,Yes,No,24,1987,6,1987-06-24,38,,,
2931-SVLTV,Male,,Yes,Yes,17,1989,11,1989-11-17,35,,,
6899-PPEEA,Female,,No,No,18,2000,12,2000-12-18,24,,,
7504-UWHNB,Male,,No,No,18,2003,3,2003-03-18,22,,,
2582-FFFZR,Female,,No,No,25,2002,1,2002-01-25,23,,,
8908-NMQTX,Male,,No,No,13,1982,3,1982-03-13,43,,,
2187-LZGPL,Female,,No,No,25,2000,10,2000-10-25,24,,,
1431-AIDJQ,Male,,Yes,Yes,20,1988,12,1988-12-20,36,,,
6288-LBEAR,Female,,No,No,7,1989,6,1989-06-07,36,,,
4597-NUCQV,Male,,No,No,20,2012,9,2012-09-20,12,,,
9019-QVLZD,Female,,No,No,27,1984,3,1984-03-27,41,,,
8413-YNHNV,Male,,No,No,26,1991,3,1991-03-26,34,,,
5808-TOTXO,Female,,No,Yes,2,2006,10,2006-10-02,18,,,
4369-NYSCF,Male,,No,No,20,1999,8,1999-08-20,26,,,
6333-YDVLT,Male,,No,No,23,1997,8,1997-08-23,28,,,
5324-KTGCG,Male,,Yes,No,10,1981,5,1981-05-10,44,,,
5599-HVLTW,Female,,No,No,24,1986,8,1986-08-24,39,,,
7394-LWLYN,Female,,No,No,15,1987,9,1987-09-15,38,,,
3707-LRWZD,Female,,No,No,8,1994,8,1994-08-08,31,,,
6873-UDNLD,Male,,No,No,1,2012,6,2012-06-01,13,,,
2700-LUEVA,Male,,No,No,21,1997,10,1997-10-21,27,,,
1455-ESIQH,Male,,No,No,11,1991,9,1991-09-11,34,,,
0958-YHXGP,Female,,No,No,7,2001,1,2001-01-07,24,,,
1101-SSWAG,Female,,Yes,No,3,1990,8,1990-08-03,35,,,
2979-SXESE,Female,,Yes,Yes,16,1983,12,1983-12-16,41,,,
4013-TLDHQ,Male,,No,No,14,2008,1,2008-01-14,17,,,
5743-KHMNA,Male,,No,No,29,2007,3,2007-03-29,18,,,
4194-FJARJ,Female,,Yes,Yes,15,1985,6,1985-06-15,40,,,
5325-UWTWJ,Male,,Yes,No,17,2003,1,2003-01-17,22,,,
3969-GYXEL,Female,,No,No,7,1987,10,1987-10-07,37,,,
9208-OLGAQ,Female,,No,No,3,2011,8,2011-08-03,14,,,
3244-CQPHU,Female,,No,No,24,1999,11,1999-11-24,25,,,
2674-MLXMN,Female,,No,No,17,1988,9,1988-09-17,36,,,
9708-HPXWZ,Male,,No,No,10,1984,4,1984-04-10,41,,,
6992-TKNYO,Male,,Yes,No,15,1981,4,1981-04-15,44,,,
4468-YDOVK,Male,,No,Yes,13,1980,8,1980-08-13,45,,,
3754-DXMRT,Male,,No,No,5,2001,3,2001-03-05,24,,,
5792-JALQC,Female,,No,No,3,1999,5,1999-05-03,26,,,
7130-VTEWQ,Female,,No,No,16,1980,8,1980-08-16,45,,,
2200-DSAAL,Female,,No,No,15,2011,12,2011-12-15,13,,,
4302-ZYFEL,Male,,Yes,Yes,16,1993,11,1993-11-16,31,,,
9351-LZYGF,Female,,Yes,No,29,1983,9,1983-09-29,41,,,
4366-CTOUZ,Female,,No,No,11,2002,10,2002-10-11,22,,,
6121-VZNQB,Female,,No,No,21,2008,4,2008-04-21,17,,,
7903-CMPEY,Male,,Yes,No,8,1990,4,1990-04-08,35,,,
1518-OMDIK,Male,,Yes,No,19,1985,8,1985-08-19,40,,,
6671-NGWON,Female,,No,No,20,1986,6,1986-06-20,39,,,
0595-ITUDF,Male,,Yes,Yes,6,2000,7,2000-07-06,25,,,
6996-KNSML,Female,,No,No,23,1995,11,1995-11-23,29,,,
1955-IBMMB,Male,,No,No,8,1993,3,1993-03-08,32,,,
0096-BXERS,Female,,Yes,No,12,2011,7,2011-07-12,14,,,
